Recency,Frequency,Monetary,Country,Churn
57,2,312.54,United Kingdom,0
85,1,788.38,United Kingdom,0
7,22,2187.37,United Kingdom,0
76,3,1080.76,United Kingdom,0
4,18,4956.77,United Kingdom,0
96,4,2993.97,United Kingdom,1
111,1,859.2,Channel Islands,1
57,2,1530.3600000000001,United Kingdom,0
1,1,227.39,United Kingdom,0
281,2,218.06,United Kingdom,1
3,7,2802.54,United Kingdom,0
180,9,1633.82,United Kingdom,1
372,1,35.400000000000006,United Kingdom,1
13,4,859.71,United Kingdom,0
3,1,168.63,United Kingdom,0
17,1,138.6,United Kingdom,0
41,1,114.11,United Kingdom,0
6,5,987.56,United Kingdom,0
169,4,1029.06,United Kingdom,1
50,1,157.05,United Kingdom,0
277,1,237.36,United Kingdom,1
19,9,1580.29,United Kingdom,0
372,1,39.75,United Kingdom,1
15,4,1318.01,United Kingdom,0
35,3,557.94,United Kingdom,0
22,3,617.15,United Kingdom,0
7,2,363.33,United Kingdom,0
20,6,1740.6,United Kingdom,0
11,2,866.24,United Kingdom,0
44,1,221.97,United Kingdom,0
306,1,393.33000000000004,United Kingdom,1
11,1,213.96,United Kingdom,0
275,1,396.0,United Kingdom,1
1,93,11891.6,United Kingdom,0
16,14,11629.74,United Kingdom,0
4,4,1785.15,United Kingdom,0
72,4,73.19999999999999,United Kingdom,0
243,3,406.08000000000004,United Kingdom,1
9,3,553.34,United Kingdom,0
246,1,394.44,United Kingdom,1
206,2,412.78000000000003,United Kingdom,1
1,5,1782.3600000000001,United Kingdom,0
185,1,320.58000000000004,United Kingdom,1
32,5,886.7,United Kingdom,0
57,2,225.85,United Kingdom,0
196,2,895.63,United Kingdom,1
24,4,2766.27,United Kingdom,0
91,2,669.96,United Kingdom,1
4,2,951.86,United Kingdom,0
51,3,1006.98,United Kingdom,0
263,1,114.56,United Kingdom,1
266,1,344.90000000000003,United Kingdom,1
36,2,609.85,United Kingdom,0
51,1,443.6,United Kingdom,0
52,6,2968.49,United Kingdom,0
24,6,2103.98,United Kingdom,0
22,1,110.46,United Kingdom,0
59,1,96.12,United Kingdom,0
170,2,693.8100000000001,United Kingdom,1
68,2,830.76,United Kingdom,0
157,2,572.09,United Kingdom,1
2,73,225194.65,Netherlands,0
201,1,236.04000000000002,United Kingdom,1
5,4,1397.88,United Kingdom,0
67,2,647.75,United Kingdom,0
77,1,114.18,United Kingdom,0
1,7,1926.65,United Kingdom,0
8,4,1932.23,United Kingdom,0
169,2,291.05,United Kingdom,1
18,4,848.22,United Kingdom,0
5,2,222.15,United Kingdom,0
9,9,2529.93,United Kingdom,0
87,2,285.74,United Kingdom,0
27,1,107.95,United Kingdom,0
29,4,741.37,United Kingdom,0
20,2,636.24,United Kingdom,0
61,5,1821.7,United Kingdom,0
24,1,195.25,United Kingdom,0
11,25,9159.960000000001,United Kingdom,0
242,3,1255.24,United Kingdom,1
280,2,392.86,United Kingdom,1
235,2,765.55,United Kingdom,1
3,5,1736.4,United Kingdom,0
16,1,596.36,United Kingdom,0
31,6,2429.92,United Kingdom,0
25,16,27771.96,United Kingdom,0
71,3,498.95,United Kingdom,0
188,2,52.0,United Kingdom,1
26,5,1201.67,United Kingdom,0
107,1,615.18,United Kingdom,1
8,21,5569.05,United Kingdom,0
209,1,112.8,United Kingdom,1
44,2,355.05,United Kingdom,0
31,5,2114.33,United Kingdom,0
137,4,591.55,United Kingdom,1
265,1,172.9,United Kingdom,1
4,7,2078.95,United Kingdom,0
218,2,188.60999999999999,United Kingdom,1
2,5,1217.27,United Kingdom,0
214,1,109.13000000000001,United Kingdom,1
32,3,2195.1,United Kingdom,0
11,9,2285.09,United Kingdom,0
1,17,3229.79,United Kingdom,0
15,1,318.17,United Kingdom,0
11,9,1493.86,United Kingdom,0
199,1,179.0,United Kingdom,1
3,3,1074.53,United Kingdom,0
15,13,4921.04,United Kingdom,0
14,4,599.48,United Kingdom,0
10,11,2259.37,United Kingdom,0
29,3,917.07,United Kingdom,0
9,11,2662.2,United Kingdom,0
24,1,129.95,United Kingdom,0
25,4,873.38,United Kingdom,0
43,2,307.51,United Kingdom,0
2,5,1581.84,United Kingdom,0
6,3,657.81,United Kingdom,0
147,1,180.42000000000002,United Kingdom,1
10,6,1120.3600000000001,United Kingdom,0
25,1,655.58,United Kingdom,0
274,1,250.57999999999998,United Kingdom,1
374,1,313.49,United Kingdom,1
1,8,1878.17,United Kingdom,0
47,3,380.02,United Kingdom,0
8,8,2700.4900000000002,United Kingdom,0
16,12,9585.91,United Kingdom,0
4,32,6065.64,United Kingdom,0
4,3,1164.55,United Kingdom,0
43,7,1309.45,United Kingdom,0
4,7,3536.04,United Kingdom,0
197,3,1440.21,United Kingdom,1
12,6,1384.74,United Kingdom,0
16,7,1099.93,United Kingdom,0
113,5,1220.26,United Kingdom,1
249,1,324.2,United Kingdom,1
29,5,1423.75,United Kingdom,0
44,1,354.84,United Kingdom,0
87,1,563.15,United Kingdom,0
45,2,638.05,United Kingdom,0
10,11,4985.28,United Kingdom,0
15,1,735.5600000000001,United Kingdom,0
75,1,420.5,United Kingdom,0
145,4,1460.06,United Kingdom,1
5,3,1624.97,United Kingdom,0
297,1,89.2,United Kingdom,1
59,2,255.9,United Kingdom,0
264,1,300.52,United Kingdom,1
47,1,278.3,United Kingdom,0
29,3,254.11,United Kingdom,0
8,6,2473.37,United Kingdom,0
17,2,192.60000000000002,United Kingdom,0
3,8,10370.98,United Kingdom,0
232,2,876.42,United Kingdom,1
112,1,139.26,United Kingdom,1
58,3,1011.9,United Kingdom,0
51,11,2538.3,United Kingdom,0
127,2,730.86,United Kingdom,1
281,3,329.15,United Kingdom,1
55,2,445.68,United Kingdom,0
320,1,200.10000000000002,United Kingdom,1
26,2,264.99,United Kingdom,0
10,2,77.4,United Kingdom,0
7,2,679.4399999999999,United Kingdom,0
29,1,197.64,United Kingdom,0
17,4,745.06,United Kingdom,0
64,1,6.2,United Kingdom,0
21,1,228.99,United Kingdom,0
3,7,1310.41,United Kingdom,0
166,1,131.45000000000002,United Kingdom,1
1,17,7975.49,United Kingdom,0
53,3,173.74,United Kingdom,0
51,1,157.7,United Kingdom,0
48,12,4319.79,United Kingdom,0
61,1,189.34,United Kingdom,0
162,3,845.55,United Kingdom,1
9,1,353.27,United Kingdom,0
15,4,546.4,United Kingdom,0
75,1,193.39000000000001,United Kingdom,0
40,8,2489.3,United Kingdom,0
41,11,2080.33,United Kingdom,0
370,2,152.88,United Kingdom,1
37,2,778.5,United Kingdom,0
197,1,51.75,United Kingdom,1
200,2,1040.24,United Kingdom,1
74,3,657.8,United Kingdom,0
64,2,272.07,United Kingdom,0
21,4,507.29,United Kingdom,0
367,1,48.800000000000004,United Kingdom,1
180,3,321.43,United Kingdom,1
10,4,1127.71,United Kingdom,0
4,12,2221.01,United Kingdom,0
197,3,1648.72,United Kingdom,1
29,4,697.55,United Kingdom,0
53,1,188.88,United Kingdom,0
18,6,1720.3,United Kingdom,0
10,3,102.44999999999999,United Kingdom,0
90,4,1653.82,United Kingdom,0
268,1,62.85,United Kingdom,1
53,6,3295.76,United Kingdom,0
44,4,2544.64,United Kingdom,0
64,4,3046.61,United Kingdom,0
149,1,309.4,United Kingdom,1
22,25,7917.34,United Kingdom,0
312,1,325.75,United Kingdom,1
23,2,511.35,United Kingdom,0
58,6,2834.69,United Kingdom,0
24,2,475.8,United Kingdom,0
78,7,2688.03,United Kingdom,0
119,2,645.65,United Kingdom,1
36,3,1290.53,United Kingdom,0
60,2,1173.12,United Kingdom,0
13,4,1351.74,United Kingdom,0
19,1,170.32,United Kingdom,0
52,1,125.79,United Kingdom,0
26,2,849.1999999999999,United Kingdom,0
29,1,266.76,United Kingdom,0
7,2,52.2,United Kingdom,0
11,12,12663.630000000001,United Kingdom,0
186,3,710.28,United Kingdom,1
3,8,2952.59,United Kingdom,0
9,2,719.45,United Kingdom,0
262,1,327.25,United Kingdom,1
3,4,501.28000000000003,United Kingdom,0
210,1,519.68,United Kingdom,1
108,2,1383.32,United Kingdom,1
13,9,1476.09,United Kingdom,0
77,3,690.54,United Kingdom,0
20,1,255.4,United Kingdom,0
27,2,589.7,United Kingdom,0
19,6,761.59,United Kingdom,0
132,1,765.3199999999999,United Kingdom,1
253,1,364.8,United Kingdom,1
79,1,1146.0,United Kingdom,0
207,1,369.2,United Kingdom,1
336,1,135.9,United Kingdom,1
254,1,125.65,United Kingdom,1
148,2,554.38,United Kingdom,1
10,2,1227.8500000000001,United Kingdom,0
85,1,655.75,United Kingdom,0
8,20,11035.56,United Kingdom,0
205,2,468.77000000000004,United Kingdom,1
8,4,1342.98,United Kingdom,0
23,6,1165.67,United Kingdom,0
11,9,1421.29,United Kingdom,0
26,1,332.66,United Kingdom,0
21,5,2781.58,United Kingdom,0
2,2,959.92,United Kingdom,0
158,2,616.15,United Kingdom,1
3,7,3487.1,United Kingdom,0
74,1,277.8,United Kingdom,0
3,4,434.35,United Kingdom,0
1,201,133555.86000000002,EIRE,0
17,2,858.49,Italy,0
36,4,1227.43,United Kingdom,0
91,2,307.48,United Kingdom,1
71,4,1268.98,United Kingdom,0
116,2,1610.15,United Kingdom,1
213,2,975.77,United Kingdom,1
30,2,1316.07,United Kingdom,0
51,1,749.1,United Kingdom,0
246,1,200.0,United Kingdom,1
32,1,223.88,United Kingdom,0
109,3,2350.96,Channel Islands,1
5,5,909.53,Channel Islands,0
366,1,328.48,Channel Islands,1
82,2,1888.94,Channel Islands,0
297,1,1598.1599999999999,Channel Islands,1
34,8,8119.62,Channel Islands,0
57,3,1621.88,Channel Islands,0
30,12,5896.25,United Kingdom,0
14,1,100.9,United Kingdom,0
72,2,290.77,United Kingdom,0
23,6,1101.97,United Kingdom,0
19,1,371.2,United Kingdom,0
79,1,312.65,United Kingdom,0
60,11,8025.09,United Kingdom,0
25,1,285.67,United Kingdom,0
12,1,289.85,United Kingdom,0
253,1,58.49,United Kingdom,1
147,3,480.72999999999996,United Kingdom,1
64,4,695.42,United Kingdom,0
8,2,221.27,United Kingdom,0
11,9,7044.68,United Kingdom,0
271,1,126.7,United Kingdom,1
10,5,1472.34,United Kingdom,0
247,1,206.21,United Kingdom,1
96,2,596.09,United Kingdom,1
15,1,183.02,United Kingdom,0
50,1,463.8,United Kingdom,0
30,1,148.49,United Kingdom,0
68,4,1592.06,United Kingdom,0
35,3,1096.98,United Kingdom,0
128,1,114.77,United Kingdom,1
107,3,624.25,United Kingdom,1
37,1,89.94,United Kingdom,0
57,1,279.94,United Kingdom,0
57,7,790.8100000000001,United Kingdom,0
72,5,1921.3700000000001,United Kingdom,0
246,1,102.12,United Kingdom,1
19,2,202.37,United Kingdom,0
198,2,292.01,United Kingdom,1
16,2,326.4,United Kingdom,0
212,1,334.54,United Kingdom,1
39,2,231.98000000000002,United Kingdom,0
46,3,551.9599999999999,United Kingdom,0
170,2,414.87,United Kingdom,1
48,1,490.52,United Kingdom,0
116,4,1641.76,United Kingdom,1
147,1,1218.77,United Kingdom,1
16,28,6291.37,United Kingdom,0
51,1,480.38,United Kingdom,0
159,1,156.91,United Kingdom,1
12,3,1257.73,United Kingdom,0
36,1,308.94,United Kingdom,0
54,2,405.04,United Kingdom,0
43,2,257.67,United Kingdom,0
173,1,170.04,United Kingdom,1
34,1,125.58,United Kingdom,0
39,3,461.66,United Kingdom,0
267,1,252.81,United Kingdom,1
9,9,1867.69,United Kingdom,0
12,4,827.39,United Kingdom,0
3,11,6469.31,United Kingdom,0
10,10,1636.43,United Kingdom,0
33,1,361.96,United Kingdom,0
80,3,471.4,United Kingdom,0
31,4,1066.1499999999999,United Kingdom,0
8,4,627.13,United Kingdom,0
72,2,518.28,United Kingdom,0
4,4,653.19,United Kingdom,0
256,3,4431.1,United Kingdom,1
5,10,2554.18,United Kingdom,0
16,8,4261.16,United Kingdom,0
90,1,252.73000000000002,United Kingdom,0
72,3,429.56,United Kingdom,0
59,6,685.74,United Kingdom,0
10,47,19449.19,United Kingdom,0
170,1,179.93,United Kingdom,1
199,1,135.93,United Kingdom,1
31,1,537.0,United Kingdom,0
19,17,7627.530000000001,United Kingdom,0
152,2,735.66,United Kingdom,1
9,15,4932.54,United Kingdom,0
270,1,343.62,United Kingdom,1
65,4,381.0,United Kingdom,0
274,1,121.17000000000002,United Kingdom,1
25,3,1737.69,United Kingdom,0
23,3,1363.56,United Kingdom,0
319,1,157.73,United Kingdom,1
5,3,701.95,United Kingdom,0
12,2,302.1,United Kingdom,0
275,2,1489.5,United Kingdom,1
25,11,2092.54,United Kingdom,0
41,9,1331.72,United Kingdom,0
8,4,294.25,United Kingdom,0
4,48,47942.78,United Kingdom,0
71,4,987.86,United Kingdom,0
213,1,354.79999999999995,United Kingdom,1
38,4,2902.03,United Kingdom,0
53,1,893.59,United Kingdom,0
78,3,1734.76,United Kingdom,0
46,2,553.36,United Kingdom,0
179,1,1107.53,United Kingdom,1
373,1,106.2,United Kingdom,1
94,2,982.07,United Kingdom,1
10,3,1043.41,United Kingdom,0
105,1,735.67,United Kingdom,1
78,1,773.03,United Kingdom,0
173,1,859.85,United Kingdom,1
7,32,9743.11,United Kingdom,0
213,4,818.61,United Kingdom,1
22,5,503.1,United Kingdom,0
257,1,88.2,United Kingdom,1
282,1,271.66,United Kingdom,1
21,2,1090.02,United Kingdom,0
10,6,2418.84,United Kingdom,0
308,1,381.32,United Kingdom,1
68,1,480.71,United Kingdom,0
215,2,457.81,United Kingdom,1
18,6,4423.5,United Kingdom,0
104,4,1370.6,United Kingdom,1
43,1,219.39000000000001,United Kingdom,0
4,1,248.08,United Kingdom,0
182,3,1208.95,United Kingdom,1
84,1,410.48,United Kingdom,0
334,3,876.0,United Kingdom,1
9,2,317.53,United Kingdom,0
31,2,623.26,United Kingdom,0
197,2,972.54,United Kingdom,1
18,7,2298.93,United Kingdom,0
18,5,1420.52,United Kingdom,0
311,6,319.5,United Kingdom,1
142,4,1293.8,European Community,1
246,1,480.95,United Kingdom,1
24,4,846.1,United Kingdom,0
29,3,1567.48,United Kingdom,0
10,3,3495.5099999999998,United Kingdom,0
30,10,2760.56,United Kingdom,0
18,1,336.71,United Kingdom,0
18,4,1352.75,United Kingdom,0
15,5,1274.88,United Kingdom,0
134,1,20.400000000000002,United Kingdom,1
246,1,237.4,United Kingdom,1
134,1,332.82,United Kingdom,1
50,2,445.97,United Kingdom,0
114,3,1633.78,United Kingdom,1
7,2,2199.31,United Kingdom,0
23,2,184.19,United Kingdom,0
25,15,11291.84,United Kingdom,0
66,1,406.53,United Kingdom,0
60,4,1475.8,United Kingdom,0
50,11,3428.12,United Kingdom,0
170,1,330.11,United Kingdom,1
18,5,977.9300000000001,United Kingdom,0
128,3,982.42,United Kingdom,1
15,8,1387.99,United Kingdom,0
239,1,139.05,United Kingdom,1
3,4,1286.7,United Kingdom,0
240,2,178.96,United Kingdom,1
52,7,2341.05,United Kingdom,0
46,1,498.74,United Kingdom,0
226,1,259.45,United Kingdom,1
8,17,6580.44,United Kingdom,0
4,4,1193.73,United Kingdom,0
165,2,1327.16,United Kingdom,1
240,1,623.5,United Kingdom,1
11,1,301.29,United Kingdom,0
134,1,520.8000000000001,United Kingdom,1
17,10,5272.33,United Kingdom,0
10,13,4745.69,United Kingdom,0
31,1,327.25,United Kingdom,0
75,1,254.28,United Kingdom,0
1,3,961.49,United Kingdom,0
4,3,1866.02,United Kingdom,0
45,1,401.40000000000003,United Kingdom,0
2,30,18201.37,United Kingdom,0
357,1,158.16,United Kingdom,1
18,2,304.47,United Kingdom,0
69,3,824.58,United Kingdom,0
373,1,483.75,United Kingdom,1
321,1,158.8,United Kingdom,1
26,1,106.56,United Kingdom,0
331,1,1289.5,United Kingdom,1
9,5,1624.0,United Kingdom,0
323,1,135.75,United Kingdom,1
72,1,228.94,United Kingdom,0
260,1,40.5,United Kingdom,1
18,5,2154.39,United Kingdom,0
367,1,87.5,United Kingdom,1
66,3,689.4799999999999,United Kingdom,0
154,2,622.85,United Kingdom,1
29,2,402.2,United Kingdom,0
70,1,260.62,United Kingdom,0
14,2,411.41,United Kingdom,0
2,16,4755.53,United Kingdom,0
1,41,15949.9,United Kingdom,0
120,3,1044.32,United Kingdom,1
61,1,499.32,United Kingdom,0
3,15,7530.13,United Kingdom,0
3,1,330.0,United Kingdom,0
11,3,839.61,United Kingdom,0
92,2,193.64,United Kingdom,1
59,4,1268.7,United Kingdom,0
87,5,1236.54,United Kingdom,0
26,6,1828.8,United Kingdom,0
357,1,316.58,United Kingdom,1
85,2,649.24,United Kingdom,0
10,4,420.29999999999995,United Kingdom,0
1,5,870.12,United Kingdom,0
225,1,275.18,United Kingdom,1
60,2,894.4100000000001,United Kingdom,0
241,1,101.8,United Kingdom,1
319,2,328.35,United Kingdom,1
2,8,1661.44,United Kingdom,0
47,3,724.89,United Kingdom,0
88,1,96.6,United Kingdom,0
11,11,5392.89,United Kingdom,0
176,1,305.75,United Kingdom,1
52,6,1778.96,United Kingdom,0
366,1,369.25,United Kingdom,1
319,1,585.0,United Kingdom,1
226,2,755.75,United Kingdom,1
358,2,322.08,United Kingdom,1
234,1,409.40000000000003,United Kingdom,1
311,1,154.41,United Kingdom,1
37,5,1203.4,United Kingdom,0
66,4,3378.71,United Kingdom,0
239,2,429.6,United Kingdom,1
113,2,612.06,United Kingdom,1
277,1,197.96,United Kingdom,1
218,12,2243.51,United Kingdom,1
299,1,321.05,United Kingdom,1
2,4,1410.32,United Kingdom,0
29,3,961.94,United Kingdom,0
10,2,780.59,United Kingdom,0
45,5,1708.57,United Kingdom,0
67,8,1756.3899999999999,United Kingdom,0
74,1,316.68,United Kingdom,0
65,2,631.57,United Kingdom,0
134,3,2515.84,United Kingdom,1
238,2,514.15,United Kingdom,1
122,1,356.0,United Kingdom,1
32,13,6678.46,United Kingdom,0
9,11,10157.79,United Kingdom,0
36,2,740.78,United Kingdom,0
16,5,918.1999999999999,United Kingdom,0
127,1,300.36,United Kingdom,1
67,1,890.85,United Kingdom,0
149,1,98.45,United Kingdom,1
283,1,163.1,United Kingdom,1
169,2,621.16,United Kingdom,1
100,7,1809.77,United Kingdom,1
135,1,254.82,United Kingdom,1
324,1,178.95000000000002,United Kingdom,1
107,1,156.51,United Kingdom,1
64,1,393.74,United Kingdom,0
151,2,1504.1200000000001,United Kingdom,1
338,1,119.3,United Kingdom,1
22,5,1692.4,United Kingdom,0
24,1,148.70000000000002,United Kingdom,0
16,7,1874.5900000000001,United Kingdom,0
7,15,2480.34,United Kingdom,0
57,2,721.94,United Kingdom,0
4,2,716.57,United Kingdom,0
38,1,615.14,United Kingdom,0
66,1,128.63,United Kingdom,0
47,1,255.89999999999998,United Kingdom,0
355,1,285.51,United Kingdom,1
172,1,113.12,United Kingdom,1
59,9,2332.15,United Kingdom,0
50,1,240.55,United Kingdom,0
22,2,457.89,United Kingdom,0
43,5,2306.52,United Kingdom,0
29,3,939.78,United Kingdom,0
5,18,7918.21,United Kingdom,0
26,15,4572.25,United Kingdom,0
201,1,177.39,United Kingdom,1
51,6,3672.86,United Kingdom,0
10,3,641.94,United Kingdom,0
2,12,4141.9,United Kingdom,0
67,7,1978.0,United Kingdom,0
64,1,496.44,United Kingdom,0
51,12,4925.45,United Kingdom,0
290,1,572.02,United Kingdom,1
61,8,694.4000000000001,United Kingdom,0
64,3,1174.35,United Kingdom,0
96,1,205.3,United Kingdom,1
274,1,310.47,United Kingdom,1
1,91,59215.91,United Kingdom,0
75,4,924.85,United Kingdom,0
110,1,52.0,United Kingdom,1
199,1,327.97,United Kingdom,1
64,2,570.5,United Kingdom,0
327,1,165.0,United Kingdom,1
4,1,312.62,United Kingdom,0
284,1,204.5,United Kingdom,1
44,1,232.32999999999998,United Kingdom,0
71,3,2748.31,United Kingdom,0
86,1,679.68,United Kingdom,0
104,1,161.74,United Kingdom,1
334,1,311.71,United Kingdom,1
53,1,208.75,United Kingdom,0
39,3,1049.7,United Kingdom,0
32,2,509.04,United Kingdom,0
366,4,1661.06,Lithuania,1
208,1,1028.56,United Kingdom,1
157,3,350.82,United Kingdom,1
54,1,170.22,United Kingdom,0
66,2,574.07,United Kingdom,0
81,1,2020.52,United Kingdom,0
130,1,406.09,United Kingdom,1
87,1,364.5,United Kingdom,0
1,3,563.94,United Kingdom,0
46,1,388.54,United Kingdom,0
333,1,252.42000000000002,United Kingdom,1
366,1,201.60000000000002,United Kingdom,1
72,1,158.04,United Kingdom,0
158,2,463.90999999999997,United Kingdom,1
373,1,115.65,United Kingdom,1
12,7,1934.66,United Kingdom,0
255,2,770.12,United Kingdom,1
29,2,277.05,United Kingdom,0
31,10,2718.03,United Kingdom,0
5,22,8270.64,United Kingdom,0
40,1,427.93,United Kingdom,0
362,1,342.6,United Kingdom,1
373,1,326.0,United Kingdom,1
96,2,913.19,United Kingdom,1
26,7,2314.32,United Kingdom,0
75,2,602.51,United Kingdom,0
57,4,1877.59,United Kingdom,0
21,1,382.5,United Kingdom,0
41,7,2386.05,United Kingdom,0
137,1,1861.72,United Kingdom,1
8,12,2394.86,United Kingdom,0
129,1,168.0,United Kingdom,1
40,3,1214.56,United Kingdom,0
169,7,3705.29,United Kingdom,1
9,5,1690.2600000000002,United Kingdom,0
214,2,416.84999999999997,United Kingdom,1
15,6,5940.75,United Kingdom,0
170,2,642.41,United Kingdom,1
40,1,316.88,United Kingdom,0
186,1,394.14,United Kingdom,1
270,1,140.54,Canada,1
172,1,150.0,United Kingdom,1
5,4,1533.53,United Kingdom,0
16,2,231.86,United Kingdom,0
10,4,2183.54,United Kingdom,0
326,1,107.45,United Kingdom,1
113,1,288.18,United Kingdom,1
290,1,94.0,United Kingdom,1
16,2,1345.53,United Kingdom,0
1,3,815.77,United Kingdom,0
92,5,716.2,United Kingdom,1
149,2,586.45,United Kingdom,1
189,1,349.1,United Kingdom,1
31,2,510.71000000000004,United Kingdom,0
34,4,866.69,United Kingdom,0
264,1,264.18,United Kingdom,1
84,8,3450.84,United Kingdom,0
26,4,1348.93,United Kingdom,0
171,1,190.53,United Kingdom,1
10,3,774.85,United Kingdom,0
313,1,559.61,United Kingdom,1
65,4,3982.32,United Kingdom,0
85,1,508.8,United Kingdom,0
25,1,135.86,United Kingdom,0
59,4,950.36,United Kingdom,0
323,2,97.7,United Kingdom,1
38,1,43.5,United Kingdom,0
254,2,348.06,United Kingdom,1
19,5,1394.02,United Kingdom,0
33,3,1430.54,United Kingdom,0
15,1,93.78,United Kingdom,0
27,2,397.35,United Kingdom,0
23,1,171.19,United Kingdom,0
214,2,533.3,United Kingdom,1
8,5,1041.48,United Kingdom,0
22,1,149.29,United Kingdom,0
12,3,1067.75,United Kingdom,0
262,1,200.16,United Kingdom,1
131,1,156.57999999999998,United Kingdom,1
55,3,383.68,United Kingdom,0
249,1,594.0,United Kingdom,1
2,7,3203.59,United Kingdom,0
9,2,1411.21,United Kingdom,0
264,1,113.5,United Kingdom,1
331,1,155.17,United Kingdom,1
313,1,494.64,United Kingdom,1
26,3,974.52,United Kingdom,0
30,1,429.84,United Kingdom,0
30,3,528.48,United Kingdom,0
2,7,1371.77,United Kingdom,0
362,1,179.1,United Kingdom,1
283,3,429.55,United Kingdom,1
262,1,237.07,United Kingdom,1
25,1,161.64,United Kingdom,0
354,1,214.26,United Kingdom,1
94,3,234.6,United Kingdom,1
29,1,126.14,United Kingdom,0
338,1,958.65,United Kingdom,1
20,18,7354.62,United Kingdom,0
85,1,334.53,United Kingdom,0
9,3,514.88,United Kingdom,0
51,2,467.51,United Kingdom,0
50,2,505.15,United Kingdom,0
2,1,454.48,United Kingdom,0
113,1,371.56,United Kingdom,1
14,7,1771.2,United Kingdom,0
77,1,454.10999999999996,United Kingdom,0
40,2,1399.92,United Kingdom,0
116,1,903.5,Malta,1
16,12,10358.71,United Kingdom,0
161,4,225.26,United Kingdom,1
1,4,3534.25,United Kingdom,0
30,3,2564.5,United Kingdom,0
93,1,91.27000000000001,United Kingdom,1
23,3,1134.28,United Kingdom,0
95,6,3087.04,United Kingdom,1
28,2,659.4599999999999,United Kingdom,0
33,5,1948.41,United Kingdom,0
21,2,1280.58,United Kingdom,0
18,2,1188.6,United Kingdom,0
3,27,13288.4,United Kingdom,0
8,4,1115.56,United Kingdom,0
16,12,6446.18,United Kingdom,0
363,1,141.04,United Kingdom,1
81,1,52.83,United Kingdom,0
53,5,3610.96,United Kingdom,0
23,3,972.08,United Kingdom,0
172,1,475.86,United Kingdom,1
189,6,1000.27,United Kingdom,1
331,1,29.9,United Kingdom,1
12,5,900.53,United Kingdom,0
156,2,121.0,United Kingdom,1
33,19,14486.33,United Kingdom,0
12,11,3755.88,United Kingdom,0
45,3,62.43,United Kingdom,0
233,1,267.03,United Kingdom,1
64,8,1921.55,United Kingdom,0
2,1,343.5,United Kingdom,0
40,8,2762.1,United Kingdom,0
33,2,397.99,United Kingdom,0
84,1,412.01000000000005,United Kingdom,0
25,1,59.8,United Kingdom,0
2,3,734.37,United Kingdom,0
33,2,148.44,United Kingdom,0
19,8,2428.53,United Kingdom,0
254,1,229.33,United Kingdom,1
23,11,3962.6,United Kingdom,0
22,4,1497.31,United Kingdom,0
8,2,1972.39,United Kingdom,0
25,4,1554.73,United Kingdom,0
19,3,801.57,United Kingdom,0
173,4,502.9,United Kingdom,1
163,1,108.92,United Kingdom,1
7,1,538.46,United Kingdom,0
11,1,213.3,United Kingdom,0
114,1,85.13000000000001,United Kingdom,1
288,1,127.86,United Kingdom,1
9,9,3546.71,United Kingdom,0
54,2,288.96999999999997,United Kingdom,0
7,14,4749.4,United Kingdom,0
77,3,1678.46,United Kingdom,0
4,4,575.63,United Kingdom,0
37,1,436.06,United Kingdom,0
217,1,90.12,United Kingdom,1
60,1,428.93,United Kingdom,0
278,1,217.2,United Kingdom,1
12,16,4776.5,United Kingdom,0
24,1,279.77,United Kingdom,0
29,1,468.91,United Kingdom,0
12,4,800.59,United Kingdom,0
352,1,134.55,United Kingdom,1
22,4,1400.44,United Kingdom,0
50,2,173.16,United Kingdom,0
19,1,186.01,United Kingdom,0
3,3,754.29,United Kingdom,0
104,5,1375.71,United Kingdom,1
7,12,4140.82,United Kingdom,0
12,4,650.4300000000001,United Kingdom,0
5,7,2351.67,United Kingdom,0
32,2,591.1899999999999,United Kingdom,0
178,4,675.64,United Kingdom,1
38,1,921.37,United Kingdom,0
151,3,258.88,United Kingdom,1
162,1,127.1,United Kingdom,1
69,2,327.6,United Kingdom,0
121,13,762.28,United Kingdom,1
25,3,682.9100000000001,United Kingdom,0
24,4,719.16,United Kingdom,0
177,1,455.3,United Kingdom,1
50,4,913.6800000000001,United Kingdom,0
256,3,471.53000000000003,United Kingdom,1
47,1,388.58,United Kingdom,0
71,1,199.8,United Kingdom,0
16,5,1771.78,United Kingdom,0
101,5,1406.59,United Kingdom,1
35,1,324.57,United Kingdom,0
53,1,240.68,United Kingdom,0
27,2,761.74,United Kingdom,0
11,14,6778.56,United Kingdom,0
8,9,1297.8700000000001,United Kingdom,0
79,1,48.480000000000004,United Kingdom,0
52,1,216.39,United Kingdom,0
36,5,1193.23,United Kingdom,0
61,9,2920.16,United Kingdom,0
337,1,104.76,United Kingdom,1
28,4,1093.68,United Kingdom,0
184,1,296.48,United Kingdom,1
52,1,112.46000000000001,United Kingdom,0
10,13,1591.4,United Kingdom,0
36,2,195.1,United Kingdom,0
10,23,10399.74,United Kingdom,0
33,4,776.97,United Kingdom,0
11,1,336.40000000000003,United Kingdom,0
57,3,1538.18,United Kingdom,0
4,4,1293.03,United Kingdom,0
43,9,3644.51,United Kingdom,0
141,1,301.03,United Kingdom,1
117,4,588.13,United Kingdom,1
104,4,1534.26,United Kingdom,1
75,2,675.8,United Kingdom,0
5,9,2870.2400000000002,United Kingdom,0
45,2,1186.35,United Kingdom,0
